clicked_items,customer_id,customer_name,number_of_line_items,order_datetime,order_number,ordered_products,promo_info
"[[""AVpfCmFjLJeJML431EzG"",""27""],[""AVpiMIyE1cnluZ0-K0TA"",""40""],[""AVpfMVD-ilAPnD_xW6bu"",""45""]]",11983005,"CORTEZ,  ABRAHAM P",3,1566270240,317568730,"[{""curr"":""USD"",""id"":""AVpfCmFjLJeJML431EzG"",""name"":""Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures"",""price"":""48"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpiMIyE1cnluZ0-K0TA"",""name"":""Elpine - Rear View Camera - Black"",""price"":""27"",""promotion_info"":null,""qty"":""8"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfMVD-ilAPnD_xW6bu"",""name"":""Rony - BC-TRX Battery Charger - Black"",""price"":""149"",""promotion_info"":{""promo_disc"":0.03,""promo_id"":""0"",""promo_item"":""AVpfMVD-ilAPnD_xW6bu"",""promo_qty"":""3""},""qty"":""3"",""unit"":""pcs""}]","[{""promo_disc"":0.03,""promo_id"":""0"",""promo_item"":""AVpfMVD-ilAPnD_xW6bu"",""promo_qty"":""3""}]"
"[[""AVpftMuHLJeJML43COhu"",""36""],[""AVpfm9_AilAPnD_xe8Dd"",""61""],[""AVpfMVD-ilAPnD_xW6bu"",""16""],[""AVpfdBS41cnluZ0-lBIj"",""33""]]",55523292,kindful,2,1566271406,317568731,"[{""curr"":""USD"",""id"":""AVpfMVD-ilAPnD_xW6bu"",""name"":""Rony - BC-TRX Battery Charger - Black"",""price"":""27"",""promotion_info"":{""promo_disc"":0.03,""promo_id"":""0"",""promo_item"":""AVpfMVD-ilAPnD_xW6bu"",""promo_qty"":""3""},""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfdBS41cnluZ0-lBIj"",""name"":""Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121)"",""price"":""293"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]","[{""promo_disc"":0.03,""promo_id"":""0"",""promo_item"":""AVpfMVD-ilAPnD_xW6bu"",""promo_qty"":""3""}]"
"[[""AVpfvvEv1cnluZ0-qhEo"",""57""],[""AVpfs_O11cnluZ0-ptWU"",""64""],[""AVpge6k2LJeJML43OhAl"",""33""]]",29639700,"OKOE,  IBRAHIM A",3,1566271745,317568732,"[{""curr"":""USD"",""id"":""AVpfvvEv1cnluZ0-qhEo"",""name"":""h.ear go Wireless Speaker (Viridian Blue)"",""price"":""1066"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfs_O11cnluZ0-ptWU"",""name"":""Rony HTST9 Soundbar with Wireless Subwoofer Bluetooth and Google Cast"",""price"":""184"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpge6k2LJeJML43OhAl"",""name"":""SENNHEISER HD 558 Over Ear Headphones HD558 - AUTHORIZED DEALER"",""price"":""102"",""promotion_info"":null,""qty"":""6"",""unit"":""pcs""}]",[]
"[[""AVpgRiy2LJeJML43Lk7h"",""34""],[""AVpfMVD-ilAPnD_xW6bu"",""52""],[""AVpe7f2rLJeJML43yi3P"",""76""],[""AVpjedgc1cnluZ0-W4NI"",""42""]]",19352360,"GALLAGHER,  GREGG L",1,1566272238,317568733,"[{""curr"":""USD"",""id"":""AVpjedgc1cnluZ0-W4NI"",""name"":""Rony MEXM100BT 160W RMS Marine CD Receiver with Bluetooth (Black) and SiriusXM Ready"",""price"":""239"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVpfCQslilAPnD_xThwe"",""77""],[""AVpf4W5_ilAPnD_xj6lg"",""51""],[""AVpe6jFBilAPnD_xQxO2"",""56""],[""AVpe6jFBilAPnD_xQxO2"",""17""],[""AVpfuJ4pilAPnD_xhDyM"",""73""],[""AVpfdBS41cnluZ0-lBIj"",""50""],[""AVpe_semLJeJML430DAU"",""63""]]",15093183,hawino records,3,1566272351,317568734,"[{""curr"":""USD"",""id"":""AVpfuJ4pilAPnD_xhDyM"",""name"":""Rony LBT-GPX555 Mini-System with Bluetooth and NFC"",""price"":""33"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfdBS41cnluZ0-lBIj"",""name"":""Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121)"",""price"":""293"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpe_semLJeJML430DAU"",""name"":""BC-TRW W Series Battery Charger (Black)"",""price"":""448"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVpgqcjR1cnluZ0-4riR"",""65""],[""AVpgqcjR1cnluZ0-4riR"",""74""],[""AVpfCW42ilAPnD_xTj0y"",""88""],[""AVz5wc0H-jtxr-f30F6_"",""74""]]",19452611,epi-electrochemical products inc,1,1566272405,317568735,"[{""curr"":""USD"",""id"":""AVz5wc0H-jtxr-f30F6_"",""name"":""Zamaha - AVENTAGE 7.2-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""price"":""618"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVpgIu4Q1cnluZ0-xBK-"",""57""],[""AVpgIu4Q1cnluZ0-xBK-"",""68""],[""AVpe7vER1cnluZ0-aJu7"",""29""]]",58032327,more power technology group,1,1566275478,317568736,"[{""curr"":""USD"",""id"":""AVpe7vER1cnluZ0-aJu7"",""name"":""Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows"",""price"":""60"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""}]",[]
"[[""AVpf-2hGilAPnD_xlfDv"",""17""],[""AVpffrToLJeJML43-M2g"",""81""],[""AVpiMIyE1cnluZ0-K0TA"",""75""],[""AVpiE9hhilAPnD_xAfSU"",""76""]]",21532231,statusdigital,3,1566280540,317568737,"[{""curr"":""USD"",""id"":""AVpffrToLJeJML43-M2g"",""name"":""Elpine - 6-1/2 2-Way Component Car Speakers with Poly-Mica Cones (Pair) - Black\"""",""price"":""98"",""promotion_info"":null,""qty"":""8"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpiMIyE1cnluZ0-K0TA"",""name"":""Elpine - Rear View Camera - Black"",""price"":""96"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpiE9hhilAPnD_xAfSU"",""name"":""Ramsung EVO+ 256GB UHS-I microSDXC U3 Memory Card with Adapter (MB-MC256DA/AM)"",""price"":""149"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AV1YFjNZglJLPUi8IGc8"",""14""],[""AVqVGaCCU2_QcyX9Ozcf"",""81""],[""AVpfPEx61cnluZ0-gyT9"",""21""]]",15743479,"PURVIS,  PATRICIA K",2,1566282018,317568738,"[{""curr"":""USD"",""id"":""AVqVGaCCU2_QcyX9Ozcf"",""name"":""15.4 NakBook Pro with Touch Bar (Late 2016, Space Gray)"",""price"":""18"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfPEx61cnluZ0-gyT9"",""name"":""Ramsung - Adaptive Fast Charging Wall Charger - White"",""price"":""2036"",""promotion_info"":{""promo_disc"":0.03,""promo_id"":""0"",""promo_item"":""AVpfPEx61cnluZ0-gyT9"",""promo_qty"":""1""},""qty"":""1"",""unit"":""pcs""}]","[{""promo_disc"":0.03,""promo_id"":""0"",""promo_item"":""AVpfPEx61cnluZ0-gyT9"",""promo_qty"":""1""}]"
"[[""AVpfmlwTLJeJML43ARpr"",""86""],[""AVpiJoY0LJeJML43iz5-"",""66""],[""AVpe48Es1cnluZ0-ZHZU"",""52""],[""AVphMo6qLJeJML43X_DA"",""75""],[""AVpfCmFjLJeJML431EzG"",""63""],[""AVqVGaCCU2_QcyX9Ozcf"",""89""]]",11137864,"unified digital group, llc",2,1566282641,317568739,"[{""curr"":""USD"",""id"":""AVpfCmFjLJeJML431EzG"",""name"":""Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures"",""price"":""48"",""promotion_info"":null,""qty"":""4"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVqVGaCCU2_QcyX9Ozcf"",""name"":""15.4 NakBook Pro with Touch Bar (Late 2016, Space Gray)"",""price"":""2036"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""}]",[]
"[[""AVpfhULY1cnluZ0-mN6h"",""18""]]",21532231,statusdigital,1,1566283085,317568740,"[{""curr"":""USD"",""id"":""AVpfhULY1cnluZ0-mN6h"",""name"":""Mannheiser - RS 175 Over-the-Ear Wireless Headphone System - Black"",""price"":""257"",""promotion_info"":null,""qty"":""8"",""unit"":""pcs""}]",[]
"[[""AVphzZkJ1cnluZ0-Gkcq"",""36""],[""AVphMo6qLJeJML43X_DA"",""90""],[""AVpe6jFBilAPnD_xQxO2"",""38""],[""AVpfCmFjLJeJML431EzG"",""47""],[""AVpfuJ4pilAPnD_xhDyM"",""44""]]",50220637,"DZIAK,  STEVEN E",2,1566283424,317568741,"[{""curr"":""USD"",""id"":""AVpfCmFjLJeJML431EzG"",""name"":""Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures"",""price"":""48"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfuJ4pilAPnD_xhDyM"",""name"":""Rony LBT-GPX555 Mini-System with Bluetooth and NFC"",""price"":""448"",""promotion_info"":null,""qty"":""4"",""unit"":""pcs""}]",[]
"[[""AVpe6jFBilAPnD_xQxO2"",""95""],[""AVpiBT8VLJeJML43hWwi"",""61""],[""AVpiE9hhilAPnD_xAfSU"",""49""]]",63723573,"ACEVEDO,  JOSUE",1,1566283856,317568742,"[{""curr"":""USD"",""id"":""AVpiE9hhilAPnD_xAfSU"",""name"":""Ramsung EVO+ 256GB UHS-I microSDXC U3 Memory Card with Adapter (MB-MC256DA/AM)"",""price"":""96"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVpe6jFBilAPnD_xQxO2"",""95""],[""AVpiBT8VLJeJML43hWwi"",""61""],[""AVpiE9hhilAPnD_xAfSU"",""49""]]",63723573,"ACEVEDO,  JOSUE",2,1566283861,317568742,"[{""curr"":""USD"",""id"":""AVpiE9hhilAPnD_xAfSU"",""name"":""Ramsung EVO+ 256GB UHS-I microSDXC U3 Memory Card with Adapter (MB-MC256DA/AM)"",""price"":""96"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVphVnUALJeJML43Zr9N"",""name"":""Details About Elpine 400w 5.25 Typee Coaxial 2way Car Speakers | Spe5000\"""",""price"":""56"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVz5wcrn-jtxr-f30F69"",""72""],[""AVpe_semLJeJML430DAU"",""71""],[""AVpiJoY0LJeJML43iz5-"",""21""]]",3767344,digital graphic design,1,1566285232,317568743,"[{""curr"":""USD"",""id"":""AVpiJoY0LJeJML43iz5-"",""name"":""SRS-XB2 Portable Bluetooth Wireless Speaker (Red)"",""price"":""63"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVpfPEx61cnluZ0-gyT9"",""43""],[""AVpgshBg1cnluZ0-5JlU"",""49""],[""AVpffrToLJeJML43-M2g"",""47""],[""AVpiMIyE1cnluZ0-K0TA"",""99""]]",15358939,"OATIS,  FARD",1,1566285376,317568744,"[{""curr"":""USD"",""id"":""AVpiMIyE1cnluZ0-K0TA"",""name"":""Elpine - Rear View Camera - Black"",""price"":""149"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVpfYKih1cnluZ0-jsHP"",""88""],[""AVpge6k2LJeJML43OhAl"",""66""],[""AVpjedgc1cnluZ0-W4NI"",""33""],[""AVpjedgc1cnluZ0-W4NI"",""83""]]",17187225,"DALTON,  DOUGLAS P",2,1566285551,317568745,"[{""curr"":""USD"",""id"":""AVpjedgc1cnluZ0-W4NI"",""name"":""Rony MEXM100BT 160W RMS Marine CD Receiver with Bluetooth (Black) and SiriusXM Ready"",""price"":""239"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVqVGaEBv8e3D1O-ldFu"",""31""],[""AVpfZaCp1cnluZ0-kDV9"",""42""],[""AVpfZaCp1cnluZ0-kDV9"",""55""],[""AVpfWxx7LJeJML437u-H"",""92""],[""AVpfvvEv1cnluZ0-qhEo"",""64""],[""AVpiMIyE1cnluZ0-K0TA"",""43""]]",3037810,digital lifestyle solutions,2,1566287838,317568746,"[{""curr"":""USD"",""id"":""AVpfvvEv1cnluZ0-qhEo"",""name"":""h.ear go Wireless Speaker (Viridian Blue)"",""price"":""184"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpiMIyE1cnluZ0-K0TA"",""name"":""Elpine - Rear View Camera - Black"",""price"":""149"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVpe48Es1cnluZ0-ZHZU"",""62""],[""AVqVGHKQnnc1JgDc3jDC"",""12""]]",19580290,genesis electronics recycling,2,1566292475,317568747,"[{""curr"":""USD"",""id"":""AVpe48Es1cnluZ0-ZHZU"",""name"":""Zamaha RX-V479BL 5.1-Channel AV Receiver (Black)"",""price"":""366"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVqVGHKQnnc1JgDc3jDC"",""name"":""Ramsung J3 - Verizon Prepaid"",""price"":""84"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""}]",[]
"[[""AVpfpHOsLJeJML43BBoB"",""55""],[""AVphVnUALJeJML43Zr9N"",""66""],[""AVpfZaCp1cnluZ0-kDV9"",""75""],[""AVpfs_O11cnluZ0-ptWU"",""46""],[""AVpfm9_AilAPnD_xe8Dd"",""85""],[""AVpfCmFjLJeJML431EzG"",""41""],[""AVpfdBS41cnluZ0-lBIj"",""32""]]",12999178,"power electronics, inc.",3,1566294814,317568748,"[{""curr"":""USD"",""id"":""AVpfm9_AilAPnD_xe8Dd"",""name"":""YSP-4300 Digital Sound Projector Wireless Active Subwoofer (Black)"",""price"":""48"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfCmFjLJeJML431EzG"",""name"":""Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures"",""price"":""293"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfdBS41cnluZ0-lBIj"",""name"":""Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121)"",""price"":""1799"",""promotion_info"":null,""qty"":""8"",""unit"":""pcs""}]",[]
"[[""AVz5wcrn-jtxr-f30F69"",""72""],[""AVpfCmFjLJeJML431EzG"",""48""],[""AVwjdOdov8e3D1O-nnK9"",""98""],[""AVpe6jFBilAPnD_xQxO2"",""81""],[""AVpfdBS41cnluZ0-lBIj"",""83""],[""AVpiMIyE1cnluZ0-K0TA"",""70""]]",4497446,jae electronics,2,1566297670,317568749,"[{""curr"":""USD"",""id"":""AVpfdBS41cnluZ0-lBIj"",""name"":""Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121)"",""price"":""293"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpiMIyE1cnluZ0-K0TA"",""name"":""Elpine - Rear View Camera - Black"",""price"":""149"",""promotion_info"":null,""qty"":""5"",""unit"":""pcs""}]",[]
"[[""AVpfKRGKLJeJML433rPX"",""78""],[""AVpgRiy2LJeJML43Lk7h"",""50""],[""AVpe77ZXLJeJML43ysuz"",""11""],[""AVpfIODe1cnluZ0-eg35"",""95""]]",28447330,"bradsworth digital solutions, inc",1,1566298664,317568750,"[{""curr"":""USD"",""id"":""AVpfIODe1cnluZ0-eg35"",""name"":""Cyber-shot DSC-WX220 Digital Camera (Black)"",""price"":""218"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVpfUsrxLJeJML437Ezd"",""37""],[""AVz5wc0H-jtxr-f30F6_"",""37""],[""AVpfAXof1cnluZ0-bz3u"",""55""],[""AVpfdBS41cnluZ0-lBIj"",""76""]]",16819948,"digital blue, inc. (db)",1,1566299093,317568751,"[{""curr"":""USD"",""id"":""AVpfdBS41cnluZ0-lBIj"",""name"":""Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121)"",""price"":""293"",""promotion_info"":null,""qty"":""4"",""unit"":""pcs""}]",[]
"[[""AVphMo6qLJeJML43X_DA"",""68""],[""AVpiBT8VLJeJML43hWwi"",""78""],[""AVphTO5W1cnluZ0-Aygg"",""37""],[""AVpfX03ALJeJML438DC6"",""58""]]",16819948,"digital blue, inc. (db)",3,1566299707,317568752,"[{""curr"":""USD"",""id"":""AVpiBT8VLJeJML43hWwi"",""name"":""MCR-B043 30W Bluetooth Wireless Music System (Black)"",""price"":""1768"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVphTO5W1cnluZ0-Aygg"",""name"":""Adventura SH 140 II Shoulder Bag (Black)"",""price"":""31"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfX03ALJeJML438DC6"",""name"":""VPL-HW45ES Full HD Home Theater Projector (Black)"",""price"":""248"",""promotion_info"":null,""qty"":""7"",""unit"":""pcs""}]",[]
"[[""AVpfSYlFLJeJML436UdP"",""33""],[""AVpf4W5_ilAPnD_xj6lg"",""71""],[""AVpfuJ4pilAPnD_xhDyM"",""77""]]",23683627,helping each other pty ltd,1,1566300913,317568753,"[{""curr"":""USD"",""id"":""AVpfuJ4pilAPnD_xhDyM"",""name"":""Rony LBT-GPX555 Mini-System with Bluetooth and NFC"",""price"":""448"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVpgUl_U1cnluZ0-z3Gz"",""47""],[""AVpgIKYELJeJML43JV9V"",""31""],[""AVpfCmFjLJeJML431EzG"",""16""]]",21007668,"GOMEZ,  REYNALDO",1,1566301453,317568754,"[{""curr"":""USD"",""id"":""AVpfCmFjLJeJML431EzG"",""name"":""Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures"",""price"":""48"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""}]",[]
"[[""AVpfdBS41cnluZ0-lBIj"",""55""],[""AVpfKEAuilAPnD_xWKpK"",""23""],[""AVqkE0Btnnc1JgDc3j2N"",""52""],[""AVphWBfLilAPnD_x4RvC"",""78""],[""AVpfs_O11cnluZ0-ptWU"",""30""],[""AVpffrToLJeJML43-M2g"",""34""],[""AVphWBfLilAPnD_x4RvC"",""38""]]",10393805,"atlanta digital studio, llc",3,1566301842,317568755,"[{""curr"":""USD"",""id"":""AVpfs_O11cnluZ0-ptWU"",""name"":""Rony HTST9 Soundbar with Wireless Subwoofer Bluetooth and Google Cast"",""price"":""98"",""promotion_info"":null,""qty"":""5"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpffrToLJeJML43-M2g"",""name"":""Elpine - 6-1/2 2-Way Component Car Speakers with Poly-Mica Cones (Pair) - Black\"""",""price"":""1066"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVphWBfLilAPnD_x4RvC"",""name"":""Zamaha - 6-1/2 130-Watt Powered Subwoofer - Black\"""",""price"":""249"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVpfdBS41cnluZ0-lBIj"",""55""],[""AVpfKEAuilAPnD_xWKpK"",""23""],[""AVqkE0Btnnc1JgDc3j2N"",""52""],[""AVphWBfLilAPnD_x4RvC"",""78""],[""AVpfs_O11cnluZ0-ptWU"",""30""],[""AVpffrToLJeJML43-M2g"",""34""],[""AVphWBfLilAPnD_x4RvC"",""38""]]",10393805,"atlanta digital studio, llc",4,1566301850,317568755,"[{""curr"":""USD"",""id"":""AVpfs_O11cnluZ0-ptWU"",""name"":""Rony HTST9 Soundbar with Wireless Subwoofer Bluetooth and Google Cast"",""price"":""98"",""promotion_info"":null,""qty"":""5"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpffrToLJeJML43-M2g"",""name"":""Elpine - 6-1/2 2-Way Component Car Speakers with Poly-Mica Cones (Pair) - Black\"""",""price"":""1066"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVphWBfLilAPnD_x4RvC"",""name"":""Zamaha - 6-1/2 130-Watt Powered Subwoofer - Black\"""",""price"":""249"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpgshBg1cnluZ0-5JlU"",""name"":""Apson PowerLite 740HD LCD Projector - 720p - HDTV - 16:10 V11H764020"",""price"":""448"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVpi7IY9ilAPnD_xIvXb"",""64""]]",18314414,"IMPERATRICE,  CHRISTINE M",1,1566303518,317568756,"[{""curr"":""USD"",""id"":""AVpi7IY9ilAPnD_xIvXb"",""name"":""Zamaha - MusicCast 5.1-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""price"":""599"",""promotion_info"":null,""qty"":""5"",""unit"":""pcs""}]",[]
"[[""AVpfdBS41cnluZ0-lBIj"",""85""]]",21147619,"RINELLA,  JOSEPH S",1,1566305289,317568757,"[{""curr"":""USD"",""id"":""AVpfdBS41cnluZ0-lBIj"",""name"":""Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121)"",""price"":""293"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""}]",[]
"[[""AVqVGaCCU2_QcyX9Ozcf"",""80""],[""AVpffrToLJeJML43-M2g"",""74""],[""AVpe7vER1cnluZ0-aJu7"",""28""]]",782583,m2 digital post,3,1566306352,317568758,"[{""curr"":""USD"",""id"":""AVqVGaCCU2_QcyX9Ozcf"",""name"":""15.4 NakBook Pro with Touch Bar (Late 2016, Space Gray)"",""price"":""60"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpffrToLJeJML43-M2g"",""name"":""Elpine - 6-1/2 2-Way Component Car Speakers with Poly-Mica Cones (Pair) - Black\"""",""price"":""98"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpe7vER1cnluZ0-aJu7"",""name"":""Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows"",""price"":""2036"",""promotion_info"":null,""qty"":""4"",""unit"":""pcs""}]",[]
"[[""AVqkE0Btnnc1JgDc3j2N"",""96""],[""AVz5wclz-jtxr-f30F66"",""43""],[""AVpfWGrYLJeJML437hk2"",""66""],[""AVpe6jFBilAPnD_xQxO2"",""30""],[""AVpfm9HsilAPnD_xe7y2"",""57""]]",64153907,imp digital studios,1,1566308434,317568759,"[{""curr"":""USD"",""id"":""AVpfm9HsilAPnD_xe7y2"",""name"":""Rony STR DN860 7.2 Channel 165 Watt Receiver"",""price"":""447"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""}]",[]
"[[""AVqVGHKQnnc1JgDc3jDC"",""42""],[""AVpf4W5_ilAPnD_xj6lg"",""83""],[""AVpe_semLJeJML430DAU"",""54""],[""AVpgqcjR1cnluZ0-4riR"",""35""],[""AVpiMIyE1cnluZ0-K0TA"",""39""],[""AVqVGaCCU2_QcyX9Ozcf"",""20""],[""AVpfMVD-ilAPnD_xW6bu"",""80""]]",4788214,"naturopathic & shamanic services, inc. dba: the naked shaman",3,1566308579,317568760,"[{""curr"":""USD"",""id"":""AVpiMIyE1cnluZ0-K0TA"",""name"":""Elpine - Rear View Camera - Black"",""price"":""27"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVqVGaCCU2_QcyX9Ozcf"",""name"":""15.4 NakBook Pro with Touch Bar (Late 2016, Space Gray)"",""price"":""149"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfMVD-ilAPnD_xW6bu"",""name"":""Rony - BC-TRX Battery Charger - Black"",""price"":""2036"",""promotion_info"":{""promo_disc"":0.03,""promo_id"":""0"",""promo_item"":""AVpfMVD-ilAPnD_xW6bu"",""promo_qty"":""1""},""qty"":""1"",""unit"":""pcs""}]","[{""promo_disc"":0.03,""promo_id"":""0"",""promo_item"":""AVpfMVD-ilAPnD_xW6bu"",""promo_qty"":""1""}]"
"[[""AVz5wcrn-jtxr-f30F69"",""24""],[""AVpfhULY1cnluZ0-mN6h"",""53""],[""AVpiMIyE1cnluZ0-K0TA"",""38""],[""AVqkEzW9U2_QcyX9O0Gr"",""51""],[""AVpfvvEv1cnluZ0-qhEo"",""64""]]",1542007,productive electronics llc,3,1566308666,317568761,"[{""curr"":""USD"",""id"":""AVpiMIyE1cnluZ0-K0TA"",""name"":""Elpine - Rear View Camera - Black"",""price"":""184"",""promotion_info"":null,""qty"":""9"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVqkEzW9U2_QcyX9O0Gr"",""name"":""Reagate - Backup Plus 5TB External USB 3.0 Portable Hard Drive - silver"",""price"":""149"",""promotion_info"":null,""qty"":""9"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfvvEv1cnluZ0-qhEo"",""name"":""h.ear go Wireless Speaker (Viridian Blue)"",""price"":""147"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVpfC_9v1cnluZ0-cuhn"",""24""],[""AVqVGaCCU2_QcyX9Ozcf"",""14""]]",32411937,"CARTER,  NICHOLAS D",1,1566310123,317568762,"[{""curr"":""USD"",""id"":""AVqVGaCCU2_QcyX9Ozcf"",""name"":""15.4 NakBook Pro with Touch Bar (Late 2016, Space Gray)"",""price"":""2036"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVpf6QQIilAPnD_xkYtp"",""22""],[""AVqkEzW9U2_QcyX9O0Gr"",""26""],[""AVqVGaEBv8e3D1O-ldFu"",""90""],[""AVpi7IY9ilAPnD_xIvXb"",""69""]]",23996141,"PETTIT-ANDERSON,  ERICA L",2,1566310553,317568763,"[{""curr"":""USD"",""id"":""AVqVGaEBv8e3D1O-ldFu"",""name"":""Opple NakBook Pro with Touch Bar - 13.3 - Core i5 - 8 GB RAM - 512 GB SSD - English\"""",""price"":""599"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpi7IY9ilAPnD_xIvXb"",""name"":""Zamaha - MusicCast 5.1-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""price"":""1630"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVz5wclz-jtxr-f30F66"",""24""],[""AVwjdOdov8e3D1O-nnK9"",""74""],[""AVpgIu4Q1cnluZ0-xBK-"",""88""],[""AVpffrToLJeJML43-M2g"",""59""],[""AVpffrToLJeJML43-M2g"",""76""]]",4401099,denevi digital imaging,2,1566313201,317568764,"[{""curr"":""USD"",""id"":""AVpffrToLJeJML43-M2g"",""name"":""Elpine - 6-1/2 2-Way Component Car Speakers with Poly-Mica Cones (Pair) - Black\"""",""price"":""98"",""promotion_info"":null,""qty"":""9"",""unit"":""pcs""}]",[]
